Unnamed: 0,ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
80,90,Potassium voltage-gated channel subfamily H member 2,KCNH2,487738.0,U04270,Q12809,KCNH2_HUMAN,1BYW; 1UJL; 2L0W; 2L1M; 2L4R; 2LE7; 4HP9; 4HQA,,KCNH2,HGNC:6251,Humans,DB00176; DB00199; DB00204; DB00252; DB00276; DB00280; DB00308; DB00342; DB00455; DB00457; DB00458; DB00472; DB00477; DB00489; DB00537; DB00557; DB00604; DB00637; DB00661; DB00675; DB00679; DB00836; DB00908; DB01026; DB01035; DB01074; DB01100; DB01136; DB01142; DB01149; DB01162; DB01182; DB01195; DB01211; DB01218; DB01244; DB04855; DB04957; DB06144; DB06217; DB06457; DB11090; DB11186; DB11386; DB11633; DB11642
81,91,"DNA topoisomerase I, mitochondrial",TOP1MT,15919359.0,AF349031,Q969P6,TOP1M_HUMAN,,,TOP1MT,HGNC:29787,Humans,DB00762; DB01030
82,92,Muscarinic acetylcholine receptor M1,CHRM1,34451.0,X52068,P11229,ACM1_HUMAN,,,CHRM1,HGNC:1950,Humans,DB00185; DB00193; DB00209; DB00219; DB00245; DB00246; DB00280; DB00332; DB00334; DB00342; DB00354; DB00363; DB00376; DB00383; DB00387; DB00392; DB00408; DB00411; DB00420; DB00424; DB00434; DB00458; DB00462; DB00477; DB00483; DB00496; DB00505; DB00508; DB00517; DB00543; DB00572; DB00622; DB00670; DB00725; DB00747; DB00767; DB00771; DB00782; DB00804; DB00805; DB00809; DB00810; DB00835; DB00875; DB00907; DB00934; DB00940; DB00942; DB00979; DB00986; DB01019; DB01036; DB01062; DB01069; DB01085; DB01142; DB01148; DB01151; DB01175; DB01224; DB01231; DB01233; DB01238; DB01239; DB01403; DB01409; DB01591; DB01618; DB02010; DB03128; DB04365; DB04843; DB05152; DB05752; DB05766; DB06153; DB06702; DB06709; DB06787; DB08897; DB09076; DB09089; DB09128; DB09167; DB09185; DB09262; DB11156; DB11181; DB11235; DB12278; DB13581; DB14185
83,93,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",NDUFS6,3348137.0,AF044959,O75380,NDUS6_HUMAN,,,NDUFS6,HGNC:7713,Humans,DB00157
84,94,Sodium-dependent multivitamin transporter,SLC5A6,5006439.0,AF116241,Q9Y289,SC5A6_HUMAN,,,SLC5A6,HGNC:11041,Humans,DB00166
85,95,Cannabinoid receptor 2,CNR2,407807.0,X74328,P34972,CNR2_HUMAN,2KI9,,CNR2,HGNC:2160,Humans,DB00470; DB00486; DB02955; DB06202; DB09061; DB11755; DB14011; DB16321
86,96,Methylsterol monooxygenase 1,MSMO1,1408206.0,U60205,Q15800,MSMO1_HUMAN,,,SC4MOL,HGNC:10545,Humans,DB00157
87,97,Mitochondrial basic amino acids transporter,SLC25A29,28193150.0,BX247983,Q8N8R3,MCATL_HUMAN,,,SLC25A29,HGNC:20116,Humans,DB00583
88,98,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB,189760.0,M34479,P11177,ODPB_HUMAN,1NI4; 2OZL; 3EXE; 3EXF; 3EXG; 3EXH; 3EXI,,PDHB,HGNC:8808,Humans,DB00119; DB00157
89,99,Cysteinyl leukotriene receptor 2,CYSLTR2,9663958.0,AB038269,Q9NS75,CLTR2_HUMAN,,,CYSLTR2,HGNC:18274,Humans,DB00716; DB08855; DB11858
90,100,L-lactate dehydrogenase A-like 6B,LDHAL6B,12331000.0,AY009108,Q9BYZ2,LDH6B_HUMAN,,,LDHAL6B,HGNC:21481,Humans,DB00157
91,101,S-adenosylmethionine decarboxylase proenzyme,AMD1,178518.0,M21154,P17707,DCAM_HUMAN,1I72; 1I79; 1I7B; 1I7C; 1I7M; 1JEN; 1JL0; 1MSV; 3DZ2; 3DZ3; 3DZ4; 3DZ5; 3DZ6; 3DZ7; 3EP3; 3EP4; 3EP5; 3EP6; 3EP7; 3EP8; 3EP9; 3EPA; 3EPB; 3H0V; 3H0W,,AMD1,HGNC:457,Humans,DB00118; DB01917; DB08163
92,102,"Alanine--glyoxylate aminotransferase 2, mitochondrial",AGXT2,12406973.0,AJ292204,Q9BYV1,AGT2_HUMAN,,,AGXT2,HGNC:14412,Humans,DB00114; DB00119; DB00145; DB00160
94,104,Ketimine reductase mu-crystallin,CRYM,1066343.0,L02950,Q14894,CRYM_HUMAN,2I99,,CRYM,HGNC:2418,Humans,DB05235
95,105,Sterol O-acyltransferase 1,SOAT1,4878022.0,L21934,P35610,SOAT1_HUMAN,,,SOAT1,HGNC:11177,Humans,DB00973; DB01094
96,106,Solute carrier family 22 member 5,SLC22A5,3273741.0,AF057164,O76082,S22A5_HUMAN,,,SLC22A5,HGNC:10969,Humans,DB00583
97,109,N-acylglucosamine 2-epimerase,RENBP,220053.0,D10232,P51606,RENBP_HUMAN,,,RENBP,HGNC:9959,Humans,DB00141
98,110,P2Y purinoceptor 12,P2RY12,12083902.0,AF313449,Q9H244,P2Y12_HUMAN,1T78; 1VZ1; 1Y9C; 4NTJ; 4PXZ; 4PY0,,P2RY12,HGNC:18124,Humans,DB00208; DB00374; DB00758; DB01240; DB05553; DB06209; DB06350; DB06441; DB08816; DB15163; DB16349
99,111,Diamine acetyltransferase 1,SAT1,338392.0,M77693,P21673,SAT1_HUMAN,2B3U; 2B3V; 2B4B; 2B4D; 2B58; 2B5G; 2F5I; 2FXF; 2G3T; 2JEV,,SAT1,HGNC:10540,Humans,DB04633
100,112,Histamine H2 receptor,HRH2,184088.0,M64799,P25021,HRH2_HUMAN,,,HRH2,HGNC:5183,Humans,DB00272; DB00321; DB00408; DB00434; DB00501; DB00585; DB00751; DB00768; DB00797; DB00863; DB00927; DB00940; DB00972; DB01069; DB01142; DB01238; DB05369; DB05381; DB06216; DB08805; DB08806; DB09185; DB13760
101,113,DNA polymerase beta,POLB,292397.0,L11607,P06746,DPOLB_HUMAN,1BPX; 1BPY; 1BPZ; 1MQ2; 1MQ3; 1TV9; 1TVA; 1ZJM; 1ZJN; 1ZQA; 1ZQB; 1ZQC; 1ZQD; 1ZQE; 1ZQF; 1ZQG; 1ZQH; 1ZQI; 1ZQJ; 1ZQK; 1ZQL; 1ZQM; 1ZQN; 1ZQO; 1ZQP; 1ZQQ; 1ZQR; 1ZQS; 1ZQT; 2FMP; 2FMQ; 2FMS; 2I9G; 2ISO; 2ISP; 2P66; 2PXI; 3C2K; 3C2L; 3C2M; 3GDX; 3ISB; 3ISC; 3ISD; 3JPN; 3JPO; 3JPP; 3JPQ; 3JPR; 3JPS; 3JPT; 3LK9; 3MBY; 3OGU; 3RH4; 3RH5; 3RH6; 3RJE; 3RJF; 3RJG; 3RJH; 3RJI; 3RJJ; 3RJK; 3TFR; 3TFS; 4DO9; 4DOA; 4DOB; 4DOC; 4F5N; 4F5O; 4F5P; 4F5Q; 4F5R; 4GXI; 4GXJ; 4GXK; 4JWM; 4JWN; 4KLD; 4KLE; 4KLF; 4KLG; 4KLH; 4KLI; 4KLJ; 4KLL; 4KLM; 4KLO; 4KLQ; 4KLS; 4KLT; 4KLU; 4LVS; 4M2Y; 4M47; 4M9G; 4M9H; 4M9J; 4M9L; 4M9N; 4MF2; 4MF8; 4MFA; 4MFC; 4MFF; 4NLK; 4NLN; 4NLZ; 4NM1; 4NM2; 4NXZ; 4NY8; 4O5C; 4O5E; 4O5K; 4O9M; 4P2H; 4PGQ; 4PGX; 4PGY; 4PH5; 4PHA; 4PHD; 4PHE; 4PHP; 4PPX; 4R63; 4R64; 4R65; 4R66; 4RPX; 4RPY; 4RPZ; 4RQ0; 4RQ1; 4RQ2; 4RQ3; 4RQ4; 4RQ5; 4RQ6; 4RQ7; 4RQ8; 4RT2; 4RT3; 4TUP; 4TUQ; 4TUR; 4TUS; 4UAW; 4UAY; 4UAZ; 4UB1; 4UB2; 4UB3; 4UB4; 4UB5; 4UBB; 4UBC; 5BOL; 5BOM; 5BPC; 5DB6; 5DB7; 5DB8; 5DB9; 5DBA; 5DBB; 5DBC; 7ICE; 7ICF; 7ICG; 7ICH; 7ICI; 7ICJ; 7ICK; 7ICL; 7ICM; 7ICN; 7ICO; 7ICP; 7ICQ; 7ICR; 7ICS; 7ICT; 7ICU; 7ICV; 8ICA; 8ICB; 8ICC; 8ICE; 8ICF; 8ICG; 8ICH; 8ICI; 8ICJ; 8ICK; 8ICL; 8ICM; 8ICN; 8ICO; 8ICP; 8ICQ; 8ICR; 8ICS; 8ICT; 8ICU; 8ICV; 8ICW; 8ICX; 8ICY; 8ICZ; 9ICA; 9ICB; 9ICC; 9ICE; 9ICF; 9ICG; 9ICH; 9ICI; 9ICJ; 9ICK; 9ICL; 9ICM; 9ICN; 9ICO; 9ICP; 9ICQ; 9ICR; 9ICS; 9ICT; 9ICU; 9ICV; 9ICW; 9ICX; 9ICY,,POLB,HGNC:9174,Humans,DB00987; DB01592; DB03222; DB07479; DB14488; DB14489; DB14490; DB14491; DB14501
103,115,Adenine phosphoribosyltransferase,APRT,28819.0,Y00486,P07741,APT_HUMAN,1OPU; 1ORE; 1ZN7; 1ZN8; 1ZN9,,APRT,HGNC:626,Humans,DB00173; DB01632; DB03506; DB04272
105,117,Prostacyclin synthase,PTGIS,10944956.0,D38145,Q16647,PTGIS_HUMAN,2IAG; 3B6H,,PTGIS,HGNC:9603,Humans,DB00812; DB01240; DB08675
106,118,Synaptic vesicular amine transporter,SLC18A2,292335.0,L09118,Q05940,VMAT2_HUMAN,,,SLC18A2,HGNC:10935,Humans,DB00182; DB00206; DB00368; DB00502; DB00579; DB00865; DB00988; DB01089; DB01442; DB01454; DB01472; DB01576; DB01577; DB04821; DB04844; DB05381; DB06706; DB06714; DB08839; DB09363; DB12161
107,119,ATP-binding cassette sub-family A member 1,ABCA1,9247086.0,AF275948,O95477,ABCA1_HUMAN,,,ABCA1,HGNC:29,Humans,DB00171; DB01016; DB01599
109,121,Tryptophan 5-hydroxylase 1,TPH1,37955.0,X52836,P17752,TPH1_HUMAN,1IN9; 1MLW; 3HF6; 3HF8; 3HFB,,TPH1,HGNC:12008,Humans,DB00360; DB05199; DB12095
111,123,Estrogen receptor,ESR1,31234.0,X03635,P03372,ESR1_HUMAN,1A52; 1AKF; 1ERE; 1ERR; 1G50; 1GWQ; 1GWR; 1HCP; 1HCQ; 1L2I; 1PCG; 1QKT; 1QKU; 1R5K; 1SJ0; 1UOM; 1X7E; 1X7R; 1XP1; 1XP6; 1XP9; 1XPC; 1XQC; 1YIM; 1YIN; 1ZKY; 2AYR; 2B1V; 2B1Z; 2B23; 2BJ4; 2FAI; 2G44; 2G5O; 2I0J; 2IOG; 2IOK; 2JF9; 2JFA; 2LLO; 2LLQ; 2OCF; 2OUZ; 2P15; 2POG; 2Q6J; 2Q70; 2QA6; 2QA8; 2QAB; 2QE4; 2QGT; 2QGW; 2QH6; 2QR9; 2QSE; 2QXM; 2QXS; 2QZO; 2R6W; 2R6Y; 2YAT; 2YJA; 3CBM; 3CBO; 3CBP; 3DT3; 3ERD; 3ERT; 3HLV; 3HM1; 3L03; 3OS8; 3OS9; 3OSA; 3Q95; 3Q97; 3UU7; 3UUA; 3UUC; 3UUD; 4AA6; 4DMA; 4IU7; 4IUI; 4IV2; 4IV4; 4IVW; 4IVY; 4IW6; 4IW8; 4IWC; 4IWF; 4JC3; 4JDD; 4MG5; 4MG6; 4MG7; 4MG8; 4MG9; 4MGA; 4MGB; 4MGC; 4MGD; 4O6F; 4PP6; 4PPP; 4PPS; 4PXM; 4Q13; 4Q50; 4TUZ; 4TV1; 4ZN9; 5AAU; 5AAV; 5AK2,,ESR1,HGNC:3467,Humans,DB00255; DB00269; DB00286; DB00304; DB00367; DB00396; DB00431; DB00481; DB00539; DB00603; DB00624; DB00648; DB00655; DB00675; DB00756; DB00783; DB00823; DB00841; DB00882; DB00890; DB00947; DB00957; DB00977; DB01065; DB01108; DB01183; DB01185; DB01196; DB01357; DB01406; DB01428; DB01431; DB01593; DB01645; DB01708; DB01878; DB02187; DB02615; DB02709; DB02715; DB02746; DB02757; DB02901; DB03467; DB03742; DB03802; DB04216; DB04468; DB04471; DB04573; DB04574; DB04575; DB04824; DB04930; DB04938; DB05233; DB05662; DB05882; DB05966; DB06202; DB06249; DB06374; DB06401; DB06710; DB06732; DB06871; DB06898; DB06927; DB07086; DB07087; DB07195; DB07567; DB07638; DB07678; DB07707; DB07708; DB07712; DB07931; DB07932; DB07933; DB07991; DB08020; DB08047; DB08048; DB08320; DB08398; DB08595; DB08737; DB08773; DB09070; DB09086; DB09317; DB09318; DB09369; DB09371; DB09535; DB11064; DB11219; DB11478; DB11541; DB11619; DB12235; DB12450; DB13310; DB13869; DB13943; DB13944; DB13951; DB13952; DB13953; DB13954; DB13955; DB13956; DB14487; DB14533; DB14548; DB14641; DB15690
113,125,Interleukin-3,IL3,307059.0,M14743,P08700,IL3_HUMAN,1JLI,,IL3,HGNC:6011,Humans,DB01025; DB01593; DB09221; DB14487; DB14533; DB14548
114,126,Aldo-keto reductase family 1 member C1,AKR1C1,181549.0,M86609,Q04828,AK1C1_HUMAN,1MRQ; 3C3U; 3GUG; 3NTY,,AKR1C1,HGNC:384,Humans,DB00157; DB00936; DB00945; DB03461; DB03467; DB04674; DB07768; DB07931
116,128,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",HIBADH,,AC007130,P31937,3HIDH_HUMAN,2GF2; 2I9P,,HIBADH,HGNC:4907,Humans,DB00157
117,129,Gamma-aminobutyric acid receptor subunit rho-1,GABRR1,182911.0,M62400,P24046,GBRR1_HUMAN,,,GABRR1,HGNC:4090,Humans,DB00431; DB00466; DB01567; DB16754
118,130,Hemoglobin subunit alpha,HBA1,386764.0,J00153,P69905,HBA_HUMAN,1A00; 1A01; 1A0U; 1A0Z; 1A3N; 1A3O; 1A9W; 1ABW; 1ABY; 1AJ9; 1B86; 1BAB; 1BBB; 1BIJ; 1BUW; 1BZ0; 1BZ1; 1BZZ; 1C7B; 1C7C; 1C7D; 1CLS; 1CMY; 1COH; 1DKE; 1DXT; 1DXU; 1DXV; 1FDH; 1FN3; 1G9V; 1GBU; 1GBV; 1GLI; 1GZX; 1HAB; 1HAC; 1HBA; 1HBB; 1HBS; 1HCO; 1HDB; 1HGA; 1HGB; 1HGC; 1HHO; 1IRD; 1J3Y; 1J3Z; 1J40; 1J41; 1J7S; 1J7W; 1J7Y; 1JY7; 1K0Y; 1K1K; 1KD2; 1LFL; 1LFQ; 1LFT; 1LFV; 1LFY; 1LFZ; 1LJW; 1M9P; 1MKO; 1NEJ; 1NIH; 1NQP; 1O1I; 1O1J; 1O1K; 1O1L; 1O1M; 1O1N; 1O1O; 1O1P; 1QI8; 1QSH; 1QSI; 1QXD; 1QXE; 1R1X; 1R1Y; 1RPS; 1RQ3; 1RQ4; 1RQA; 1RVW; 1SDK; 1SDL; 1SHR; 1SI4; 1THB; 1UIW; 1VWT; 1XXT; 1XY0; 1XYE; 1XZ2; 1XZ4; 1XZ5; 1XZ7; 1XZU; 1XZV; 1Y01; 1Y09; 1Y0A; 1Y0C; 1Y0D; 1Y0T; 1Y0W; 1Y22; 1Y2Z; 1Y31; 1Y35; 1Y45; 1Y46; 1Y4B; 1Y4F; 1Y4G; 1Y4P; 1Y4Q; 1Y4R; 1Y4V; 1Y5F; 1Y5J; 1Y5K; 1Y7C; 1Y7D; 1Y7G; 1Y7Z; 1Y83; 1Y85; 1Y8W; 1YDZ; 1YE0; 1YE1; 1YE2; 1YEN; 1YEO; 1YEQ; 1YEU; 1YEV; 1YFF; 1YG5; 1YGD; 1YGF; 1YH9; 1YHE; 1YHR; 1YIE; 1YIH; 1YVQ; 1YVT; 1YZI; 1Z8U; 2D5Z; 2D60; 2DN1; 2DN2; 2DN3; 2DXM; 2H35; 2HBC; 2HBD; 2HBE; 2HBF; 2HBS; 2HCO; 2HHB; 2HHD; 2HHE; 2M6Z; 2W6V; 2W72; 2YRS; 3B75; 3D17; 3D7O; 3DUT; 3HHB; 3HXN; 3IA3; 3IC0; 3IC2; 3KMF; 3NL7; 3NMM; 3ODQ; 3ONZ; 3OO4; 3OO5; 3OVU; 3P5Q; 3QJB; 3QJC; 3QJD; 3QJE; 3R5I; 3S48; 3S65; 3S66; 3SZK; 3WCP; 3WHM; 4FC3; 4HHB; 4IJ2; 4L7Y; 4M4A; 4M4B; 4MQC; 4MQG; 4MQH; 4MQI; 4MQJ; 4MQK; 4N7N; 4N7O; 4N7P; 4N8T; 4NI0; 4NI1; 4ROL; 4ROM; 4WJG; 4X0I; 4X0L; 4XS0; 5E29; 5E6E; 5EE4; 6HBW,,HBA1,HGNC:4823,Humans,DB00893; DB01592; DB01593; DB02126; DB06154; DB07427; DB07428; DB07645; DB08077; DB08262; DB08486; DB08632; DB09112; DB09130; DB09147; DB09517; DB13257; DB13995; DB14487; DB14488; DB14489; DB14490; DB14491; DB14501; DB14533; DB14548; DB14975; DB15617
119,131,Corticosteroid 11-beta-dehydrogenase isozyme 2,HSD11B2,565082.0,U14631,P80365,DHI2_HUMAN,,,HSD11B2,HGNC:5209,Humans,DB00157; DB01185; DB01569; DB14538; DB14539; DB14540; DB14541; DB14542; DB14543; DB14544
120,132,Androgen receptor,AR,178628.0,M20132,P10275,ANDR_HUMAN,1E3G; 1GS4; 1T5Z; 1T63; 1T65; 1XJ7; 1XOW; 1XQ3; 1Z95; 2AM9; 2AMA; 2AMB; 2AO6; 2AX6; 2AX7; 2AX8; 2AX9; 2AXA; 2HVC; 2OZ7; 2PIO; 2PIP; 2PIQ; 2PIR; 2PIT; 2PIU; 2PIV; 2PIW; 2PIX; 2PKL; 2PNU; 2Q7I; 2Q7J; 2Q7K; 2Q7L; 2YHD; 2YLO; 2YLP; 2YLQ; 2Z4J; 3B5R; 3B65; 3B66; 3B67; 3B68; 3BTR; 3L3X; 3L3Z; 3RLJ; 3RLL; 3V49; 3V4A; 3ZQT; 4HLW; 4K7A; 4OEA; 4OED; 4OEY; 4OEZ; 4OFR; 4OFU; 4OGH; 4OH5; 4OH6; 4OHA; 4OIL; 4OIU; 4OJ9; 4OJB; 4OK1; 4OKB; 4OKT; 4OKW; 4OKX; 4OLM; 4QL8; 4U4K,,AR,HGNC:644,Humans,DB00255; DB00367; DB00396; DB00421; DB00499; DB00621; DB00623; DB00624; DB00648; DB00655; DB00665; DB00675; DB00717; DB00858; DB00957; DB00984; DB01026; DB01063; DB01128; DB01185; DB01395; DB01406; DB01420; DB01428; DB01481; DB01541; DB01564; DB01608; DB01708; DB02266; DB02901; DB02932; DB02998; DB04709; DB04839; DB05234; DB06133; DB06412; DB06710; DB06713; DB06718; DB06870; DB07039; DB07286; DB07419; DB07421; DB07422; DB07423; DB07454; DB07717; DB07769; DB08035; DB08087; DB08088; DB08089; DB08461; DB08604; DB08804; DB08867; DB08899; DB09086; DB09123; DB09371; DB09389; DB11064; DB11219; DB11425; DB11429; DB11447; DB11619; DB11901; DB12499; DB12941; DB13155; DB13934; DB13943; DB13944; DB13946; DB13951; DB14583; DB14639; DB15488; DB15647
121,133,"Aldehyde dehydrogenase, mitochondrial",ALDH2,28606.0,X05409,P05091,ALDH2_HUMAN,1CW3; 1NZW; 1NZX; 1NZZ; 1O00; 1O01; 1O02; 1O04; 1O05; 1ZUM; 2ONM; 2ONN; 2ONO; 2ONP; 2VLE; 3INJ; 3INL; 3N80; 3N81; 3N82; 3N83; 3SZ9; 4FQF; 4FR8; 4KWF; 4KWG,,ALDH2,HGNC:404,Humans,DB00157; DB00536; DB00822; DB02115; DB04381
122,134,Lutropin-choriogonadotropic hormone receptor,LHCGR,903746.0,M73746,P22888,LSHR_HUMAN,1LUT; 1XUL,,LHCGR,HGNC:6585,Humans,DB00014; DB00050; DB06719
123,135,Alpha-aminoadipic semialdehyde dehydrogenase,ALDH7A1,797410.0,S74728,P49419,AL7A1_HUMAN,2J6L; 4X0T; 4X0U; 4ZUK; 4ZUL; 4ZVW; 4ZVX; 4ZVY,,ALDH7A1,HGNC:877,Humans,DB00157; DB11638
124,136,Cationic amino acid transporter 3,SLC7A3,17224957.0,AF320612,Q8WY07,CTR3_HUMAN,,,SLC7A3,HGNC:11061,Humans,DB00123; DB00125; DB13146
125,137,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",NDUFV2,188852.0,M22538,P19404,NDUV2_HUMAN,,,NDUFV2,HGNC:7717,Humans,DB00157
126,138,Dopamine beta-hydroxylase,DBH,30474.0,X13255,P09172,DOPO_HUMAN,,,DBH,HGNC:2689,Humans,DB00126; DB00822; DB00988
127,139,AFG3-like protein 2,AFG3L2,5457357.0,Y18314,Q9Y4W6,AFG32_HUMAN,2LNA,,AFG3L2,HGNC:315,Humans,DB00171
128,140,Solute carrier family 12 member 6,SLC12A6,6693798.0,AF116242,Q9UHW9,S12A6_HUMAN,,,SLC12A6,HGNC:10914,Humans,DB00761
129,141,Sodium channel protein type 1 subunit alpha,SCN1A,12642270.0,AF225985,P35498,SCN1A_HUMAN,,,SCN1A,HGNC:10585,Humans,DB00252; DB00909; DB01121; DB01438; DB01595; DB04930; DB05232
131,143,Tubulin beta chain,TUBB,338695.0,J00314,P07437,TBB5_HUMAN,3QNZ; 3QO0,,TUBB,HGNC:20778,Humans,DB00361; DB00541; DB00570; DB01179; DB01394; DB01873; DB03010; DB05147; DB05284; DB06042; DB06137; DB09130; DB11638; DB11641; DB12334; DB15534
132,144,Retinoic acid receptor gamma,RARG,306887.0,M24857,P13631,RARG_HUMAN,1EXA; 1EXX; 1FCX; 1FCY; 1FCZ; 1FD0; 2LBD; 3LBD; 4LBD,,RARG,HGNC:9866,Humans,DB00210; DB00459; DB00523; DB00755; DB00799; DB00926; DB00982; DB02258; DB02466; DB02741; DB03279; DB03466; DB05467; DB05785; DB07031; DB07294; DB12808
133,145,D(1B) dopamine receptor,DRD5,32049.0,X58454,P21918,DRD5_HUMAN,,,DRD5,HGNC:3026,Humans,DB00246; DB00248; DB00334; DB00363; DB00408; DB00477; DB00589; DB00714; DB00800; DB00988; DB01038; DB01186; DB01200; DB01224; DB01235; DB01238; DB01403; DB01624; DB05271; DB14185
134,146,Histamine H4 receptor,HRH4,10241847.0,AB044934,Q9H3N8,HRH4_HUMAN,,,HRH4,HGNC:17383,Humans,DB00321; DB00363; DB00408; DB00477; DB00543; DB01142; DB01238; DB01620; DB05032; DB05381; DB06148
135,147,Receptor-type tyrosine-protein kinase FLT3,FLT3,409573.0,U02687,P36888,FLT3_HUMAN,1RJB; 3QS7; 3QS9; 4RT7; 4XUF,,FLT3,HGNC:3765,Humans,DB00398; DB01268; DB05014; DB05465; DB06080; DB06469; DB06595; DB08901; DB09079; DB11697; DB11763; DB11800; DB12010; DB12141; DB12267; DB12500; DB12742; DB12874; DB12978; DB15822
136,148,"NAD-dependent malic enzyme, mitochondrial",ME2,187300.0,M55905,P23368,MAOM_HUMAN,1DO8; 1EFK; 1EFL; 1GZ3; 1GZ4; 1PJ2; 1PJ3; 1PJ4; 1PJL; 1QR6,,ME2,HGNC:6984,Humans,DB00157; DB01677; DB03499; DB03589; DB03680
137,149,L-lactate dehydrogenase C chain,LDHC,307120.0,J02938,P07864,LDHC_HUMAN,,,LDHC,HGNC:6544,Humans,DB00157
138,151,"Cysteine desulfurase, mitochondrial",NFS1,24042327.0,AF097025,Q9Y697,NFS1_HUMAN,,,NFS1,HGNC:15910,Humans,DB00114; DB00151; DB00160
139,152,"Succinate-semialdehyde dehydrogenase, mitochondrial",ALDH5A1,3766467.0,Y11192,P51649,SSDH_HUMAN,2W8N; 2W8O; 2W8P; 2W8Q; 2W8R,,ALDH5A1,HGNC:408,Humans,DB00139; DB00157; DB00313; DB00534
140,154,Potassium channel subfamily K member 1,KCNK1,1086491.0,U33632,O00180,KCNK1_HUMAN,3UKM,,KCNK1,HGNC:6272,Humans,DB00308; DB00908; DB01346
141,155,Toll-like receptor 7,TLR7,7330281.0,AF240467,Q9NYK1,TLR7_HUMAN,,,TLR7,HGNC:15631,Humans,DB00724; DB01611; DB04860; DB05127; DB05475; DB06329; DB06530; DB16580
142,156,Sigma non-opioid intracellular receptor 1,SIGMAR1,1783387.0,U75283,Q99720,SGMR1_HUMAN,,,OPRS1,HGNC:8157,Humans,DB00321; DB00409; DB00502; DB00514; DB00574; DB00652; DB00704; DB00907; DB00956; DB01488; DB01708; DB03575; DB05316; DB06174; DB09014; DB11186
143,157,Thiamin pyrophosphokinase 1,TPK1,12248915.0,AB028138,Q9H3S4,TPK1_HUMAN,1OLY; 3S4Y,,TPK1,HGNC:17358,Humans,DB00152; DB04768
145,159,Biotin--protein ligase,HLCS,577625.0,D23672,P50747,BPL1_HUMAN,,,HLCS,HGNC:4976,Humans,DB00121
146,160,NADH-cytochrome b5 reductase 3,CYB5R3,553600.0,M28713,P00387,NB5R3_HUMAN,1M91; 1UMK,,CYB5R3,HGNC:2873,Humans,DB00157; DB03147; DB09130
147,161,D-3-phosphoglycerate dehydrogenase,PHGDH,2674062.0,AF006043,O43175,SERA_HUMAN,2G76,,PHGDH,HGNC:8923,Humans,DB00157
148,162,"2-oxoglutarate dehydrogenase, mitochondrial",OGDH,531241.0,D10523,Q02218,ODO1_HUMAN,3ERY,,OGDH,HGNC:8124,Humans,DB00157; DB00313; DB09092
149,163,Vascular endothelial growth factor A,VEGFA,181971.0,M32977,P15692,VEGFA_HUMAN,1BJ1; 1CZ8; 1FLT; 1KAT; 1KMX; 1MJV; 1MKG; 1MKK; 1QTY; 1TZH; 1TZI; 1VGH; 1VPF; 1VPP; 2FJG; 2FJH; 2QR0; 2VGH; 2VPF; 3BDY; 3P9W; 3QTK; 3S1B; 3S1K; 3V2A; 4DEQ; 4GLN; 4GLS; 4KZN; 4QAF; 4WPB; 4ZFF,,VEGF,HGNC:12680,Humans,DB01017; DB01120; DB01136; DB03088; DB05294; DB05434; DB05890; DB05932; DB05969; DB06779; DB09301
150,164,L-serine dehydratase/L-threonine deaminase,SDS,338030.0,J05037,P20132,SDHL_HUMAN,1P5J; 4H27,,SDS,HGNC:10691,Humans,DB00114; DB00133
151,165,Vasopressin V1a receptor,AVPR1A,667068.0,L25615,P37288,V1AR_HUMAN,1YTV,,AVPR1A,HGNC:895,Humans,DB00035; DB00067; DB00872; DB05452; DB06212; DB09059; DB13929; DB14642; DB16279
152,166,Glutamate--cysteine ligase catalytic subunit,GCLC,183039.0,M90656,P48506,GSH1_HUMAN,,,GCLC,HGNC:4311,Humans,DB00142; DB00151
153,167,DNA ligase 3,LIG3,860963.0,X84740,P49916,DNLI3_HUMAN,1IMO; 1IN1; 1UW0; 3L2P; 3PC7; 3PC8; 3QVG,,LIG3,HGNC:6600,Humans,DB00290
154,169,Cytochrome c oxidase subunit NDUFA4,NDUFA4,1946692.0,U94586,O00483,NDUA4_HUMAN,,,NDUFA4,HGNC:7687,Humans,DB00157
155,170,Mitochondrial peptide methionine sulfoxide reductase,MSRA,6136945.0,AJ242973,Q9UJ68,MSRA_HUMAN,,,MSRA,HGNC:7377,Humans,DB04447
156,171,"Creatine kinase U-type, mitochondrial",CKMT1A,180590.0,J04469,P12532,KCRU_HUMAN,1QK1,,CKMT1A,HGNC:31736,Humans,DB00148; DB13191
